geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PcKD_v_vgPc_change
Lcp2	146.329772240459	-4.52545147653072	0.83546501691218	-5.41668577968287	6.07139020089557e-08	8.79321831809488e-07	depleted in absence of vg
Lcp3	13.3667297216761	-5.19157017655315	1.32468219640943	-3.91910617552267	8.88779580540726e-05	0.000568073846867767	depleted in absence of vg
Lcp4	1054.69724790443	-4.59243376066109	0.891486726250916	-5.15143257373472	2.58504164797569e-07	3.21219261356141e-06	depleted in absence of vg
spab	35.1003242491957	-3.24182347332121	0.486913418789659	-6.65790538568343	2.77757475089165e-11	7.46796798262405e-10	depleted in absence of vg
CG8213	47.6597042725869	-1.64927975549863	0.391701501429791	-4.21055254952667	2.54746857493506e-05	0.000188177713279286	depleted in absence of vg
PPO2	2240.48733059367	-1.1271205946815	0.265748285298165	-4.24130900192598	2.22219948316767e-05	0.000167276144452269	depleted in absence of vg
Rab32	293.845182625713	-1.06946765288794	0.116128120709458	-9.20937707726837	3.28022952803543e-20	2.7354039048633e-18	depleted in absence of vg
hig	106.06788818263	-1.73947030940589	0.308137642017993	-5.64510813418997	1.6507745992333e-08	2.73608199879134e-07	depleted in absence of vg
Cyp4p2	292.254665245065	-8.69296179211533	0.727747594140019	-11.9450230575998	6.89312349112846e-33	1.44269019890794e-30	depleted in absence of vg
Cyp4p1	40.3600310475482	-6.94201392478526	1.07108976881114	-6.48126247391063	9.09582765403922e-11	2.24223705263775e-09	depleted in absence of vg
Drep2	73.7700434936406	-1.20876068988072	0.404062704996522	-2.99151759104104	0.0027759454432989	0.0109851021958545	depleted in absence of vg
l(2)03659	288.418008089204	1.83136187966165	0.143937716424686	12.7232939715276	4.38957820953532e-37	1.338695937388e-34	enriched in absence of vg
brp	314.830123278085	-1.06489835771817	0.196061401457859	-5.43145336001819	5.58969259881476e-08	8.22956948962052e-07	depleted in absence of vg
Mmp2	5413.1226589311	-1.34647047735216	0.118222349908639	-11.3893056464594	4.72741789576985e-30	8.56108669455905e-28	depleted in absence of vg
CG1698	196.929637836955	2.73110219628341	0.166329989705042	16.4197821518931	1.38061512241394e-60	1.1335912166651e-57	enriched in absence of vg
CG1648	1936.18113372643	1.2259932883813	0.23639751047641	5.18615143581911	2.14684261845273e-07	2.71831531546435e-06	enriched in absence of vg
dila	31.5967790468037	-2.61717786754538	0.415739397392721	-6.2952365928243	3.06931349489714e-10	6.89723205148044e-09	depleted in absence of vg
Lsm11	161.242546766453	1.05449734941108	0.136017143661999	7.75267970654858	8.99733551780901e-15	3.95216293485981e-13	enriched in absence of vg
Ntmt	511.77527617779	1.11853040856408	0.112490687006074	9.94331564979854	2.6969774779929e-23	3.06250400001024e-21	enriched in absence of vg
CG18446	13.4480850885184	-2.29147346749558	0.885689508673418	-2.58721983839206	0.00967538407138636	0.0309389682928778	depleted in absence of vg
CG1441	8.15105750729976	4.43211824951961	1.09315317426471	4.05443477992073	5.02556690274945e-05	0.000345637249484199	enriched in absence of vg
egr	485.395216403204	-1.1010860844971	0.153177786770143	-7.18828824801716	6.56086391330486e-13	2.23065837257721e-11	depleted in absence of vg
CR30009	48.9028236845704	-1.48923090162143	0.621204584379318	-2.39732761004881	0.0165151502057417	0.0479811413435186	depleted in absence of vg
CG12910	12.6691371128563	-2.32498956210119	0.661353538467666	-3.51550181085916	0.00043892376650171	0.00226880013735557	depleted in absence of vg
CG11825	9.0123171165934	2.09925459842919	0.650099081829466	3.22913023122815	0.0012416733719877	0.00552694811200865	enriched in absence of vg
CR45136	4.11771213812916	-4.59168185562692	1.67279555361359	-2.74491514860135	0.00605265450126491	0.0209148702319526	depleted in absence of vg
Spn47C	526.923501172	-2.32744973627287	0.174542882633205	-13.3345439307537	1.45743271661688e-40	5.55594172041734e-38	depleted in absence of vg
metro	110.93989697167	-1.40540284227134	0.189644620708172	-7.41071820030156	1.25617253925658e-13	4.78870917286599e-12	depleted in absence of vg
CG13227	50.5331261412767	-4.68701887424485	0.977889721518326	-4.79299329066219	1.6431112188473e-06	1.67833197607426e-05	depleted in absence of vg
CG34227	699.39995580175	-2.09348857868401	0.737082390482072	-2.84023686594224	0.00450800470172702	0.0164563755766875	depleted in absence of vg
Cpr47Eb	32.4308710858488	5.39771110406947	0.843781103132649	6.39705142012513	1.58405995391491e-10	3.71610020837093e-09	enriched in absence of vg
TpnC47D	98.0195526564803	-2.82097763772682	1.12499959041371	-2.50753659091506	0.0121575993256982	0.0373762140560204	depleted in absence of vg
CG13203	21.553191112551	-2.31461165049292	0.552507092678401	-4.18928857414721	2.79830362431895e-05	0.000204023858510796	depleted in absence of vg
CR43907	6.84801374129228	2.04216213914867	0.650488817482913	3.13942697285847	0.0016927860084797	0.00716163212624349	enriched in absence of vg
Sln	37.0695707036673	-1.04481293580841	0.325302773816342	-3.21181686694833	0.00131898425485309	0.00582251362129935	depleted in absence of vg
CG8888	180.021665571998	-2.36186152154031	0.63720932925471	-3.70657084431388	0.000210084488891835	0.00121147586949295	depleted in absence of vg
jeb	187.830500113732	-1.04835487296303	0.223275417831096	-4.69534390819545	2.6615854675024e-06	2.55483482734898e-05	depleted in absence of vg
CG8854	29.1784863280778	1.17455495181956	0.441596032739351	2.65979507228235	0.0078188208241585	0.0259751302449635	enriched in absence of vg
CG43315	48.6084122902787	-3.23249412407093	0.916557256677457	-3.52677816963536	0.000420649035408436	0.00219131664419212	depleted in absence of vg
CR43900	14.9076362637602	1.1843901382035	0.447156740993313	2.64871359329728	0.008079877355637	0.0266433768594592	enriched in absence of vg
CR44316	3.4326648481249	-4.79595198604552	1.8108552322148	-2.64844582864846	0.0080862807603883	0.0266562572070367	depleted in absence of vg
Cpr49Af	2.54800572625386	-4.33473815268282	1.53060171514552	-2.83204840932163	0.00462508459000416	0.0168033195758014	depleted in absence of vg
Cpr49Ag	153.034470418049	-3.86672052359888	0.668268466094269	-5.78617833966959	7.20057679777822e-09	1.27885119366863e-07	depleted in absence of vg
Cpr49Ah	107.365154696178	2.96350553401456	0.390387193879372	7.59119556296273	3.1696713896723e-14	1.29628629936254e-12	enriched in absence of vg
Dh44-R2	18.7957060147773	-2.14135994786251	0.72463158673104	-2.95510158137409	0.0031256611812037	0.0121188911907622	depleted in absence of vg
vis	16.6529543452651	-2.96292829910627	0.691867328221324	-4.28250934572017	1.84797367768361e-05	0.000142763315220483	depleted in absence of vg
CG8785	3.61868659496791	-4.78025668874289	1.68749351444201	-2.83275559155173	0.00461486561147519	0.0167719017830733	depleted in absence of vg
antr	7.34743260543974	-3.60442783316853	1.48469562920788	-2.4277217244127	0.0151939963074646	0.0448384618705772	depleted in absence of vg
CG30486	4.66338623758905	-3.69546177904886	1.36393765383265	-2.70940667167935	0.00674036654721968	0.0228556093202373	depleted in absence of vg
CG3814	151.517008402879	-1.14671169102122	0.214038346639126	-5.35750583494556	8.43786436599369e-08	1.17766224322153e-06	depleted in absence of vg
vg	390.090026230286	1.22994378002258	0.31330306005834	3.92573178121387	8.64664634802003e-05	0.00055598977782389	enriched in absence of vg
Drl-2	52.149490512116	-2.15731873844426	0.383811987787863	-5.62076956188412	1.90108709630892e-08	3.11230117576708e-07	depleted in absence of vg
Nrk	197.539869901293	-1.11308803808975	0.279701097701208	-3.97956263753677	6.90421678854326e-05	0.000456319566569107	depleted in absence of vg
CG33137	2.18359584628083	-4.45265748753631	1.54024515815298	-2.89087582192162	0.00384169885553883	0.0143831264763316	depleted in absence of vg
CG17724	203.024617725339	-1.27358345063534	0.166054361632787	-7.66967779775486	1.72428935387439e-14	7.30359704891081e-13	depleted in absence of vg
Mp20	492.484644699863	-1.79019628020398	0.689955832729737	-2.59465344777397	0.0094686336728668	0.0303508095568109	depleted in absence of vg
Dh31-R	111.472389275195	2.11666455102566	0.240897409047215	8.78658080797708	1.54180788743657e-18	1.06865307730506e-16	enriched in absence of vg
CG18278	8.77606883996073	-5.55576888094868	1.30773405826383	-4.2483935061878	2.15308954671e-05	0.000162720611646016	depleted in absence of vg
CG30059	20.3136612536904	2.92011378355644	0.605878344258219	4.81963716186547	1.43819546556295e-06	1.50208399211536e-05	enriched in absence of vg
Vmat	121.17955598327	-4.77263659072892	1.06038456056862	-4.50085447129636	6.76808340486804e-06	5.82930020476988e-05	depleted in absence of vg
CG6209	2.1093348477619	5.39656834339744	1.80135099893799	2.9958449777856	0.00273685530729043	0.0108558876068443	enriched in absence of vg
stj	80.4972166120776	-1.27363816675626	0.31834752319783	-4.00077925520653	6.31342326169347e-05	0.000423300753111282	depleted in absence of vg
CG6329	308.371322208392	-1.47419766888347	0.26024018140603	-5.66475807432447	1.47232114516905e-08	2.46325327641605e-07	depleted in absence of vg
CG6357	536.262985735599	-1.39409359585951	0.276221583363628	-5.04701181885658	4.48773599528379e-07	5.27036941003242e-06	depleted in absence of vg
CG42806	857.615293518454	1.04620437307593	0.0821701914243111	12.7321642427913	3.91825404590182e-37	1.23010128488106e-34	enriched in absence of vg
Sox15	895.986944708567	3.41445983531479	0.403364310837653	8.46495275753101	2.56256542438484e-17	1.5029023813123e-15	enriched in absence of vg
Ih	93.0784459979505	-1.34173538193838	0.265860600671766	-5.04676277172376	4.49358724674816e-07	5.27082970019668e-06	depleted in absence of vg
CG17386	63.9431561904498	-1.7006361189742	0.259755326604388	-6.54706927940809	5.86771479704837e-11	1.4736938292634e-09	depleted in absence of vg
phyl	279.012989455023	-1.17854291026358	0.130948816823226	-9.0000271774471	2.25661812423228e-19	1.69875540855715e-17	depleted in absence of vg
Cpr51A	608.058139858993	-1.2816016669599	0.17098375719733	-7.49545856265642	6.60669749463996e-14	2.58314611933286e-12	depleted in absence of vg
CG12869	10.6943246197201	-2.72321974755393	0.754170785411181	-3.61087939261556	0.000305160553404269	0.00168023110748197	depleted in absence of vg
snoRNA:Me28S-G2703c	11.0781612473267	-2.59473305739022	0.824108620006794	-3.14853284433407	0.00164092282258	0.00696984091055271	depleted in absence of vg
CG10131	218.559153324629	-1.41894165068932	0.24114914713289	-5.8840832221869	4.00266409054581e-09	7.34096847121753e-08	depleted in absence of vg
CG43236	29.9178302290273	-1.85567159503613	0.766751478944659	-2.4201734799263	0.0155131042838878	0.0455660085652775	depleted in absence of vg
hui	1157.58073821008	-1.23463787660288	0.0880001187611799	-14.0299569362346	1.02213623368561e-44	4.54595089931674e-42	depleted in absence of vg
Cyp6a20	15.8947236877325	6.43836046396639	1.1960192682225	5.38315780943473	7.31903167997016e-08	1.0338567307819e-06	enriched in absence of vg
ADPS	60.4920077729434	-1.14857205847265	0.369377739684186	-3.10947827948339	0.00187418063940137	0.00784509966469421	depleted in absence of vg
CG8157	93.9991451955894	-4.08719896493687	1.46123296703312	-2.79708920969358	0.00515652932875597	0.0183836987492122	depleted in absence of vg
CG30471	34.3597553987599	-2.39614257470359	0.566568729999575	-4.22921782976867	2.3450520258244e-05	0.000175410548869304	depleted in absence of vg
CR45143	33.7232467188863	-5.10822281300689	0.906824271897154	-5.63309008295515	1.7700893716252e-08	2.91123789718449e-07	depleted in absence of vg
CG33462	9.47429296990906	4.36481861757165	0.990338835478126	4.40739922661354	1.04619249122098e-05	8.6165576013061e-05	enriched in absence of vg
Poxn	62.9384713668606	1.59689911023755	0.286012565025769	5.58331802693239	2.35972666234814e-08	3.75936155132896e-07	enriched in absence of vg
CG8249	52.2241087539575	1.58680435944202	0.320990993709297	4.94345445990643	7.67502849868941e-07	8.48945639326536e-06	enriched in absence of vg
SP2353	1249.28508295639	-1.72219127120191	0.143480120055358	-12.0029957497767	3.42664791835673e-33	7.46449793480402e-31	depleted in absence of vg
Asph	117.519355091302	-1.62568738711478	0.350204643550437	-4.64210688537216	3.44874366080196e-06	3.18717660912555e-05	depleted in absence of vg
Ptp52F	39.2124317962948	-2.57421122253105	0.775963457147784	-3.31743872577853	0.000908468398860936	0.00419783190019118	depleted in absence of vg
CG30099	5.33892862961099	-4.25872398339756	1.41193661440995	-3.01622887311927	0.00255939992778673	0.0102797211794086	depleted in absence of vg
unc-104	1115.66621046818	-1.15138904534889	0.0927172834901685	-12.4182784698495	2.0798894917082e-35	5.69249754730599e-33	depleted in absence of vg
CG15919	44.5529117526272	-3.74416704110106	1.37117493164969	-2.73062681841505	0.006321400672399	0.0216542460774027	depleted in absence of vg
CG15615	3.44281385413592	-3.36944753299143	1.24916078347534	-2.69736896768178	0.00698897840740054	0.023555527477295	depleted in absence of vg
insb	53.7603506395914	-1.34303951199868	0.391287671699658	-3.43235836223729	0.00059835633412556	0.00294596656386357	depleted in absence of vg
CG43110	27.9809678299629	-3.52183597449783	1.17386336089838	-3.0002094722528	0.00269793994799995	0.0107374388534495	depleted in absence of vg
veil	81.6015169665655	-2.65295200826773	0.5532967474129	-4.79480860979642	1.62830214120388e-06	1.66639473204317e-05	depleted in absence of vg
NT5E-2	102.636086487976	-3.74655857929053	0.805341720663439	-4.6521352156003	3.28515541289247e-06	3.05184933657217e-05	depleted in absence of vg
CG4847	22.3303634338447	-3.40985722203488	1.01904200097282	-3.34614002050916	0.000819450042137994	0.00383968821324888	depleted in absence of vg
swi2	32.9303977068653	-6.76280627753095	1.22234911833453	-5.53263071580187	3.15463183081275e-08	4.92288598861042e-07	depleted in absence of vg
CR45146	9.93554930920338	-6.21728410328468	1.27889607183623	-4.8614459299714	1.16531412087194e-06	1.24510139401273e-05	depleted in absence of vg
Elk	29.1785687674028	-2.28016474391189	0.74710702159791	-3.05199212160406	0.00227328067365989	0.0092827076934375	depleted in absence of vg
PPO1	1853.66480933028	-1.65045700138087	0.234373478643103	-7.04199558301619	1.89505836932965e-12	6.00233027721801e-11	depleted in absence of vg
CG5756	73.2598983379183	-1.21341547223364	0.302599515999465	-4.00997162280916	6.07260455333575e-05	0.000408179981122833	depleted in absence of vg
Dgp-1	1143.63347343515	1.59609058865633	0.0919026961924886	17.3671791447048	1.46240682129449e-67	1.73441449005526e-64	enriched in absence of vg
IM3	4.51056344563156	5.05111805803169	1.69465780352115	2.98061239710844	0.00287672648528662	0.0113181638422224	enriched in absence of vg
GstE1	393.129008531405	1.293855314774	0.151605834661814	8.53433720186424	1.40961165524905e-17	8.54897432280019e-16	enriched in absence of vg
GstE2	13.4867538963527	-2.6425496286419	1.07220431966638	-2.46459520836862	0.0137168116362969	0.0412431682833334	depleted in absence of vg
GstE3	125.240269606976	-2.87310992048261	0.974180136639824	-2.94925939507723	0.0031853649515756	0.0122967759468781	depleted in absence of vg
GstE5	40.4863882692581	-1.06793190560687	0.330095737351055	-3.23521871011359	0.00121549585554527	0.00543763736885591	depleted in absence of vg
GstE6	45.2130111383887	1.50280021827883	0.382782124876322	3.92599371970252	8.63724089709469e-05	0.00055598977782389	enriched in absence of vg
CG15080	65.4252831168787	-1.11000478004761	0.259490038144753	-4.27763928042742	1.88885774802069e-05	0.000145256971198651	depleted in absence of vg
CG15097	345.371787120662	-1.23271593503414	0.139608775646359	-8.82978830898646	1.04874021199503e-18	7.31650524368301e-17	depleted in absence of vg
Jheh3	62.136052803646	-2.33445371563053	0.612114507771229	-3.81375328634264	0.000136872109426302	0.000831042602967203	depleted in absence of vg
CG43071	9.95600433606519	-5.88705846611317	2.06551086876233	-2.85017065518553	0.00436957773364317	0.0160664391074431	depleted in absence of vg
tn	116.243700131828	-1.38595412079102	0.472177884903114	-2.93523725931256	0.00333292736838579	0.012778615923186	depleted in absence of vg
wbl	986.962800888791	-1.37595524779319	0.459362468091437	-2.99535844430222	0.0027412250303967	0.0108691812683709	depleted in absence of vg
rib	5.88969939500944	-2.84046977432737	1.0781734328519	-2.634520280113	0.00842562703230131	0.0275031018173652	depleted in absence of vg
CG9416	1719.44785777405	-1.48738172385753	0.292437530905049	-5.08615196980468	3.65401301704958e-07	4.38235224089744e-06	depleted in absence of vg
CG15905	1182.82289992666	-1.46187095385884	0.203084281786644	-7.19834612998092	6.09472707071421e-13	2.08509989592319e-11	depleted in absence of vg
Obp56b	5.11289932514525	-4.78321182802576	1.86792652725211	-2.56070662215087	0.0104459526502123	0.0329716285832711	depleted in absence of vg
Obp56c	2.36191677897284	-5.1643297029723	2.04894321887174	-2.52048453827631	0.0117193386861125	0.0363640177719665	depleted in absence of vg
Obp56h	12.5753623609762	-4.52082728623307	1.41904951969425	-3.18581361925067	0.00144347557264996	0.00625057130323153	depleted in absence of vg
Cpr56F	49.4036929110177	2.14071821887715	0.650621260087294	3.29026785658669	0.00100092053196982	0.00456573750352387	enriched in absence of vg
CG16799	35.3634962021518	-1.80295339482849	0.594609773188294	-3.03216239645889	0.00242808535700101	0.00981719056842001	depleted in absence of vg
dpr1	103.968835334658	-1.20808793026554	0.277232277869966	-4.35767414800159	1.31451895680266e-05	0.000105418297106774	depleted in absence of vg
RIC-3	86.1202274413752	-1.34471024533224	0.351273490690171	-3.82810055689141	0.000129135999163543	0.000788492380849343	depleted in absence of vg
Cht12	7.35109421128392	2.53412371034806	0.902295200413013	2.80853063297699	0.00497681473838081	0.017880350224664	enriched in absence of vg
ktub	46.3948290203388	-1.50878221608106	0.331486149914671	-4.55156939881031	5.32472279526346e-06	4.72060557447194e-05	depleted in absence of vg
CG30287	7.18718181970507	3.44357791407072	1.10444548176344	3.11792476037156	0.00182129292406718	0.00765735646295553	enriched in absence of vg
CG30283	32.6114394285356	1.40323070603402	0.423695306549274	3.3118863587667	0.000926691811858445	0.00426725987911003	enriched in absence of vg
CR44748	1.98593142397489	-3.60447091691325	1.49020434275534	-2.41877628020376	0.0155728146121936	0.0456911003767328	depleted in absence of vg
stum	3.92282113495925	-4.10903527546683	1.57222352827312	-2.61351849884861	0.00896152322043889	0.0289601268104646	depleted in absence of vg
CG30285	10.6444065616212	2.07788255684274	0.579408694117656	3.58621225041681	0.000335515907714404	0.00181515296449242	enriched in absence of vg
Tim10	27.3026768613099	1.50606976850913	0.375798700809191	4.00765027996683	6.1325839253686e-05	0.000411952176333445	enriched in absence of vg
CngB	45.5886321979865	-1.0348519360087	0.372237406237201	-2.78008582337172	0.00543445338688574	0.0191633153127249	depleted in absence of vg
CG4386	99.1650692382545	-1.03742595657128	0.324971517404209	-3.19235964080168	0.00141115509537978	0.0061455199869783	depleted in absence of vg
CG13502	8.46055470433698	-2.34079671509047	0.704205523868656	-3.32402492702835	0.000887282647312565	0.00411418548106617	depleted in absence of vg
CG44163	5.84763716808484	-3.16698900500021	0.99887541021963	-3.17055457827705	0.00152148247479498	0.00653796454748857	depleted in absence of vg
VepD	46.3413424609237	-1.8855066189153	0.307581556279845	-6.13010299356124	8.78222016779242e-10	1.82731809105295e-08	depleted in absence of vg
CG10344	64.7239517088756	1.26817811166614	0.242084869912334	5.23856824313466	1.61827136255226e-07	2.10139033137261e-06	enriched in absence of vg
gas	10.5286959532791	-2.32813331434503	0.738354826900332	-3.15313617453915	0.00161526437762898	0.00688551596118679	depleted in absence of vg
CG33143	32.7711995021304	-1.37717123850957	0.458564557096459	-3.00322215748542	0.00267137347986951	0.0106436134841833	depleted in absence of vg
CG13532	191.59799417336	-1.53505043344683	0.154408660574268	-9.94147885058878	2.74718036315214e-23	3.08667402066167e-21	depleted in absence of vg
PIP5K59B	89.0602356439759	-1.07887743831378	0.214794634152102	-5.02283235599732	5.09149843628396e-07	5.86263800527454e-06	depleted in absence of vg
CG3502	87.0609572679077	-4.10202991499631	0.529900924296007	-7.74112617456934	9.85400472231263e-15	4.31072321335922e-13	depleted in absence of vg
CG34423	25.326106578609	2.40961680869583	0.553934533167277	4.35000286932495	1.36135750640121e-05	0.000108915952659875	enriched in absence of vg
yellow-d	120.295141094098	-2.60344448140777	0.653082713560718	-3.98639318933026	6.70853067015951e-05	0.000445039505116735	depleted in absence of vg
yellow-d2	27.377721447541	-4.80773556372191	1.11651157909037	-4.30603287396159	1.66208367200903e-05	0.000130066577089621	depleted in absence of vg
Eglp2	6.20245571206089	-2.41331974017419	0.917819584094981	-2.62940536680077	0.00855343344100676	0.0278521502590928	depleted in absence of vg
retn	656.980525725556	-1.20962943322669	0.154839142636105	-7.8121682452705	5.62124542574432e-15	2.57515766842896e-13	depleted in absence of vg
St3	36.1854442737907	-2.48919984301676	0.509480692343546	-4.88575893144598	1.0303120078431e-06	1.10639339755707e-05	depleted in absence of vg
l(2)efl	266.893398106645	-2.13952853296675	0.635540068565965	-3.36647308138162	0.000761360126175069	0.00362963733219861	depleted in absence of vg
CG13560	289.486044666533	-7.78580245237383	1.86796005647586	-4.16807759105016	3.07179378301156e-05	0.000222143135771445	depleted in absence of vg
CG11300	762.405047302586	-10.5423492977393	1.81361156758954	-5.81290364824427	6.13984046002444e-09	1.09960834010572e-07	depleted in absence of vg
Pask	36.4445588860124	-1.17104418616719	0.345121406900228	-3.39313691574551	0.000690970923727269	0.00334334707156159	depleted in absence of vg
Mlp60A	99.7669808693991	-2.05258906805101	0.772259978416065	-2.65789905655988	0.00786294402215064	0.0260876468269255	depleted in absence of vg
CG30419	98.7360010713142	-1.15176902566485	0.24654275459326	-4.67168068907566	2.98745130957287e-06	2.80704711957578e-05	depleted in absence of vg
nord	546.666925721031	1.72340214592405	0.0788534491829065	21.8557610831518	6.85196216922338e-106	2.43792813980968e-102	enriched in absence of vg
nvy	229.304075088616	-1.15300204148512	0.145828550834451	-7.90655900293522	2.64600916005314e-15	1.27798650562929e-13	depleted in absence of vg
CG3394	67.8360076319022	-3.87721143833285	0.707182107890201	-5.48262094738239	4.19070303874243e-08	6.36295366081603e-07	depleted in absence of vg
betaTub60D	6877.14301582164	-1.43515597480469	0.142204004968868	-10.0922331626235	5.97934871751222e-24	7.01357892425554e-22	depleted in absence of vg
CR44811	77.6352258158326	1.23239509058971	0.374251761330332	3.29295735632342	0.000991395099536587	0.00453585567614811	enriched in absence of vg
CG13594	4.8015022558692	-4.61840932150459	1.55447454393546	-2.97104210520693	0.00296791087319984	0.0116042053701594	depleted in absence of vg
Cpr60D	8.61709089651692	-5.21283848172268	1.53773161045331	-3.38995338737035	0.000699045086945558	0.00337476583358521	depleted in absence of vg
Mid1	69.0581135908471	-1.30485497888904	0.305257670591754	-4.27460176957888	1.91479229046891e-05	0.000146933809550433	depleted in absence of vg
Lcp9	94.0240943765736	-3.19631065110038	0.992994703104399	-3.21885971909795	0.00128701430866137	0.00569926569991951	depleted in absence of vg
CR43257	52.6399894946881	1.17378061823361	0.293495574089469	3.99931284100316	6.35266619426864e-05	0.000425397484050335	enriched in absence of vg
Nplp1	278.840229902747	-1.6020508348109	0.220693829424903	-7.2591555413471	3.89514367289277e-13	1.36765669619926e-11	depleted in absence of vg
Kr	102.417339570855	-2.43750852157036	0.463206143267486	-5.26225430512647	1.42299755103067e-07	1.87519455058042e-06	depleted in absence of vg
mthl14	29.2302611870307	-1.59434600573253	0.431083176700405	-3.69846491792132	0.000216907322267998	0.00124543773958505	depleted in absence of vg
ttm2	6.21468076679452	-2.7012359418065	1.07611449678731	-2.51017521822345	0.012067126882412	0.0371730194351704	depleted in absence of vg
Kah	12.835563649945	-2.62961057676093	0.776940891803539	-3.38456966868706	0.000712899247462548	0.00342932658289779	depleted in absence of vg
CG3344	3.88015108064663	-4.84059388394007	1.57239194896555	-3.07849063150228	0.00208052071212648	0.00860754964389071	depleted in absence of vg
CR43785	15.4437809299205	-1.40146624351655	0.472141649193927	-2.96831733847083	0.00299435014156256	0.0116904511379074	depleted in absence of vg
snoRNA:Me28S-C788b	1.3446659215681	-3.82193654858937	1.55344488080784	-2.46029749481799	0.0138821890065497	0.0415805975660675	depleted in absence of vg
Gr61a	37.4102151589407	-1.98550866650327	0.44199542300406	-4.4921475724988	7.0508536936514e-06	6.04019360562079e-05	depleted in absence of vg
cep290	22.9394426025121	-1.16541373192602	0.481773720701342	-2.41900643777222	0.0155629647731984	0.0456831810057202	depleted in absence of vg
CG13907	129.180598527614	-1.19712610764315	0.254244149853225	-4.70856894183897	2.49461992843062e-06	2.42730839708919e-05	depleted in absence of vg
CG34057	17.8709744078725	-1.77016750582737	0.509733701089118	-3.47272998046855	0.000515193400555015	0.0025939501686435	depleted in absence of vg
nerfin-1	438.077104452754	-1.74912869571908	0.497698201183802	-3.51443644272509	0.000440688113920137	0.00227571597870515	depleted in absence of vg
Aplip1	282.540569742487	-1.70035894526883	0.195189804798098	-8.71131023993624	3.00382307698474e-18	1.97918564961328e-16	depleted in absence of vg
mwh	56.8004473405157	-1.62514908297883	0.331674756839021	-4.89982746491497	9.59208521634967e-07	1.04156579449966e-05	depleted in absence of vg
CG32335	13.1693021301276	-2.11163361000066	0.624943961303041	-3.37891673614669	0.000727720449453157	0.00349266550245639	depleted in absence of vg
CG9119	154.320543915732	-1.71365971324933	0.225812903058392	-7.58884762579846	3.22763040861482e-14	1.31495141150972e-12	depleted in absence of vg
CG9192	276.944863196659	-3.12160110317305	0.932213755199378	-3.3485894042675	0.000812240700143996	0.00381932036710882	depleted in absence of vg
ru	835.278913732212	-1.49550068420683	0.167296011990052	-8.93924885845906	3.91824558384378e-19	2.84512607904412e-17	depleted in absence of vg
CG13928	1193.33720404576	-1.17933227137364	0.25598201142415	-4.60709041550401	4.08342475841932e-06	3.70948730820152e-05	depleted in absence of vg
nSyb	288.801828968056	-1.07257055409435	0.204045999609186	-5.25651351238774	1.46811994518284e-07	1.92751688743931e-06	depleted in absence of vg
CG15822	376.890811531773	-1.01969234760873	0.149155246360852	-6.83644975612713	8.11798113635449e-12	2.37400905888898e-10	depleted in absence of vg
CG15820	27.8360606094033	-3.14243135106595	1.30897014835474	-2.40068985149562	0.0163641996149671	0.0475944050926864	depleted in absence of vg
ACXD	6.3267666214111	-3.69403717738001	1.46745013092015	-2.517317011014	0.0118252377957051	0.0366287255459535	depleted in absence of vg
spz5	134.895656328327	-1.56628056504827	0.300175616364272	-5.21788073268263	1.80981934795491e-07	2.3190890420253e-06	depleted in absence of vg
CG14966	239.962328598703	-1.14518178353731	0.123641916459037	-9.2620837361148	2.00480870957132e-20	1.69835937825113e-18	depleted in absence of vg
CG12009	100.326772494131	-4.67661351880817	0.92270623275069	-5.06836667274552	4.01243888337756e-07	4.77466807593892e-06	depleted in absence of vg
ImpE2	20236.0875415904	-1.53272183818073	0.576474114758112	-2.65878692371791	0.00784225429601705	0.0260367721168541	depleted in absence of vg
Fie	53.3405969495938	-1.05269054524467	0.299551719817446	-3.51421966759599	0.000441047923034782	0.00227647269365245	depleted in absence of vg
Eip63F-1	60.652812858853	-3.05117604858071	0.531880418313505	-5.73658277974479	9.66058433257995e-09	1.6767004417229e-07	depleted in absence of vg
CG14984	534.346639849309	1.54724464004804	0.196545521361343	7.87219484489535	3.48472871718108e-15	1.65315530343071e-13	enriched in absence of vg
CG12605	88.4747149201936	-1.21384475221414	0.418493679641354	-2.90050916241889	0.00372556946241716	0.014022118632525	depleted in absence of vg
scrt	1526.65178812673	-1.90733010763989	0.11489971058147	-16.5999557177952	6.97423626120657e-62	6.76754525928354e-59	depleted in absence of vg
Gr64a	11.3388536759339	6.24300706482436	1.16863173910821	5.34215087259948	9.18501566864046e-08	1.26995929076513e-06	enriched in absence of vg
Gr64f	2.47301784028509	5.5175097719985	1.83184208609438	3.01200076899763	0.00259531940056426	0.0103910124837295	enriched in absence of vg
Teh4	37.2153688192767	-1.25946607265904	0.433814718629349	-2.9032349954339	0.00369329392726784	0.013915361588301	depleted in absence of vg
tipE	38.6330023587981	-1.23297325708262	0.333484547136215	-3.69724254892985	0.000217954076711213	0.00125010307083046	depleted in absence of vg
Cpr64Ad	11.6271605002781	-4.85396033688649	1.18029405795405	-4.11250086719954	3.91396000073603e-05	0.000277407762601968	depleted in absence of vg
VhaM9.7-a	34.1100697804203	-1.16544344901193	0.39883572605769	-2.92211397542493	0.00347664290567746	0.0132392744827689	depleted in absence of vg
